account_id,registration_date,unlock_price,down_payment,down_payment_days_included,daily_rate
4353728,2019-07-07 06:22:16+00,2880000,200000,14,4800
4353808,2019-07-07 06:39:17+00,2880000,200000,14,4800
4353944,2019-07-07 06:59:38+00,2880000,200000,14,4800
4354040,2019-07-07 07:15:58+00,2880000,200000,14,4800
4354120,2019-07-07 07:25:53+00,2880000,200000,14,4800
5431304,2019-11-11 05:22:57+00,2500000,200000,14,4200
5431308,2019-11-11 05:23:41+00,2500000,200000,14,4200
5431372,2019-11-11 05:53:04+00,2500000,200000,14,4200
5431868,2019-11-11 07:38:36+00,2500000,200000,14,4200
5432124,2019-11-11 08:14:17+00,2500000,200000,14,4200
5432388,2019-11-11 08:50:25+00,2475920,200000,14,4200
7736544,2020-06-09 04:22:58+00,2800000,180000,14,4800
7736588,2020-06-09 04:37:46+00,2716000,180000,14,4800
7736592,2020-06-09 04:42:50+00,2770600,180000,14,4800
8210096,2020-07-23 06:25:19+00,2800000,180000,14,4800
8210124,2020-07-23 06:28:46+00,4400000,180000,14,7714.2857279999989
8210444,2020-07-23 07:26:18+00,2800000,180000,14,4800
8210552,2020-07-23 07:43:30+00,2800000,180000,14,4800
8211144,2020-07-23 08:53:06+00,2800000,180000,14,4800
8211320,2020-07-23 09:07:49+00,2770600,180000,14,4800
9748228,2020-12-15 06:28:45+00,2800000,180000,14,4800
9749692,2020-12-15 09:49:34+00,2800000,180000,14,4800
9749720,2020-12-15 09:52:01+00,2800000,180000,14,4800
9749900,2020-12-15 10:13:18+00,2800000,180000,14,4800
9752268,2020-12-15 13:39:05+00,2770600,180000,14,4800
9753468,2020-12-15 15:02:57+00,2748800,180000,14,4800
11282528,2021-03-27 08:04:43+00,2800000,180000,14,4800
11282980,2021-03-27 08:47:35+00,2723600,180000,14,4800
11283392,2021-03-27 09:15:06+00,2800000,180000,14,4800
11286020,2021-03-27 12:07:57+00,2800000,180000,14,4800
11288452,2021-03-27 13:50:59+00,2800000,180000,14,4800
11291340,2021-03-27 16:18:18+00,2800000,180000,14,4800
11506236,2021-04-13 13:19:39+00,2487200,180000,14,4800
11507140,2021-04-13 14:35:47+00,2800000,180000,14,4800
11510056,2021-04-13 18:09:19+00,2800000,180000,14,4800
14725744,2021-10-30 04:45:27+00,2800000,180000,14,4800
14726364,2021-10-30 06:30:28+00,2800000,180000,14,4800
14726912,2021-10-30 07:23:13+00,2800000,180000,14,4800
14728236,2021-10-30 08:41:17+00,2800000,180000,14,4800
14728344,2021-10-30 08:49:29+00,2800000,180000,14,4800
14729432,2021-10-30 09:48:22+00,2800000,180000,14,4800
3857284,2019-05-18 06:26:22+00,2846400,200000,14,4800
3857320,2019-05-18 06:33:03+00,2880000,200000,14,4800
3857352,2019-05-18 06:40:09+00,2821200,200000,14,4800
3857376,2019-05-18 06:45:02+00,2752800,200000,14,4800
3857596,2019-05-18 07:16:58+00,2880000,200000,14,4800
3857632,2019-05-18 07:23:18+00,2880000,200000,14,4800
4913376,2019-09-12 05:28:02+00,2821200,200000,14,4800
4913492,2019-09-12 05:59:20+00,2880000,200000,14,4800
4913524,2019-09-12 06:09:23+00,2880000,200000,14,4800
4913752,2019-09-12 07:06:17+00,2880000,200000,14,4800
4914024,2019-09-12 07:37:59+00,2880000,200000,14,4800
4914228,2019-09-12 08:10:43+00,2480000,280000,7,36666.666624
6560928,2020-03-04 06:27:18+00,2800000,180000,14,4800
6561524,2020-03-04 08:13:25+00,2800000,180000,14,4800
6561660,2020-03-04 08:24:42+00,2800000,180000,14,4800
6562056,2020-03-04 09:11:15+00,2800000,180000,14,4800
6562288,2020-03-04 09:28:43+00,2800000,180000,14,4800
6562312,2020-03-04 09:30:30+00,2800000,180000,14,4800
6828680,2020-03-31 10:22:36+00,2800000,180000,14,4800
6828700,2020-03-31 10:24:16+00,2800000,180000,14,4800
6829004,2020-03-31 11:06:14+00,2800000,180000,14,4800
6829724,2020-03-31 12:59:45+00,2240000,280000,7,32666.666688
6830828,2020-03-31 14:58:53+00,2774800,180000,14,4800
7376676,2020-05-14 06:43:45+00,2240000,280000,7,32666.666688
7376720,2020-05-14 06:48:41+00,2240000,280000,7,32666.666688
7376844,2020-05-14 07:02:34+00,2800000,180000,14,4800
7377320,2020-05-14 07:55:23+00,2800000,180000,14,4800
7378100,2020-05-14 09:02:20+00,2800000,180000,14,4800
7378232,2020-05-14 09:16:57+00,2800000,180000,14,4800
7601432,2020-05-31 08:41:40+00,2800000,180000,14,4800
7601568,2020-05-31 08:50:20+00,2800000,180000,14,4800
7601808,2020-05-31 09:01:28+00,2800000,180000,14,4800
7603092,2020-05-31 10:22:40+00,2432400,180000,14,4800
7603648,2020-05-31 10:57:45+00,2529400,180000,14,4800
7604228,2020-05-31 11:34:47+00,2800000,180000,14,4800
8655200,2020-09-22 06:22:23+00,2800000,180000,14,4800
8656124,2020-09-22 09:14:40+00,2800000,180000,14,4800
8656620,2020-09-22 10:18:32+00,2800000,180000,14,4800
8659068,2020-09-22 14:05:52+00,2800000,180000,14,4800
8659760,2020-09-22 15:08:11+00,2800000,180000,14,4800
8661580,2020-09-22 18:01:07+00,2800000,180000,14,4800
10625208,2021-02-12 05:48:53+00,2800000,180000,14,4800
10625792,2021-02-12 06:47:59+00,2800000,180000,14,4800
10626204,2021-02-12 07:22:26+00,2800000,180000,14,4800
10626236,2021-02-12 07:23:54+00,2800000,180000,14,4800
10626780,2021-02-12 08:05:51+00,2800000,180000,14,4800
10628136,2021-02-12 09:35:54+00,2800000,180000,14,4800
15475044,2021-12-14 05:52:46+00,1820000,100000,14,4800
15475284,2021-12-14 06:54:34+00,2800000,180000,14,4800
15475472,2021-12-14 07:32:23+00,2800000,180000,14,4800
15475728,2021-12-14 08:10:08+00,2800000,180000,14,4800
15476104,2021-12-14 09:02:12+00,1820000,100000,14,4800
15476164,2021-12-14 09:08:27+00,2800000,180000,14,4800
2920020,2019-01-11 05:11:34+00,2880000,200000,14,4800
2920116,2019-01-11 06:10:23+00,2880000,200000,14,4800
2920192,2019-01-11 06:31:20+00,2880000,200000,14,4800
2920316,2019-01-11 07:04:28+00,2880000,200000,14,4800
2920740,2019-01-11 08:20:13+00,2852000,200000,14,4800
2920848,2019-01-11 08:35:05+00,2830720,200000,14,4800
5221820,2019-10-17 05:32:34+00,2500000,200000,14,4200
5221848,2019-10-17 05:37:37+00,2500000,200000,14,4200
5222336,2019-10-17 07:22:44+00,2500000,200000,14,4200
5222816,2019-10-17 08:29:18+00,2500000,200000,14,4200
5223152,2019-10-17 09:00:15+00,2500000,200000,14,4200
5225028,2019-10-17 11:53:26+00,2500000,200000,14,4200
6722672,2020-03-18 06:53:59+00,2800000,180000,14,4800
6722828,2020-03-18 07:19:05+00,2770600,180000,14,4800
6723116,2020-03-18 08:04:06+00,2741200,180000,14,4800
6723724,2020-03-18 09:17:03+00,2800000,180000,14,4800
6723896,2020-03-18 09:35:00+00,2800000,180000,14,4800
6723908,2020-03-18 09:35:35+00,2800000,180000,14,4800
8307764,2020-08-04 10:30:00+00,2800000,180000,14,4800
8308908,2020-08-04 12:57:52+00,2240000,280000,7,32666.666688
8590852,2020-09-14 05:52:30+00,2770600,180000,14,4800
8590936,2020-09-14 06:29:51+00,2800000,180000,14,4800
8591328,2020-09-14 08:02:21+00,2770600,180000,14,4800
8591368,2020-09-14 08:13:06+00,2800000,180000,14,4800
8591376,2020-09-14 08:14:14+00,2800000,180000,14,4800
8591420,2020-09-14 08:20:38+00,2800000,180000,14,4800
8801732,2020-10-05 04:59:43+00,2800000,180000,14,4800
8801840,2020-10-05 05:35:27+00,2800000,180000,14,4800
8801924,2020-10-05 06:04:31+00,2240000,280000,7,32666.666688
8802088,2020-10-05 06:32:55+00,2800000,180000,14,4800
8802100,2020-10-05 06:35:16+00,2800000,180000,14,4800
8802152,2020-10-05 06:44:46+00,2800000,180000,14,4800
8929456,2020-10-17 08:19:06+00,2240000,280000,7,32666.666688
8929588,2020-10-17 08:29:49+00,2240000,280000,7,32666.666688
8929632,2020-10-17 08:35:01+00,2800000,180000,14,4800
8929848,2020-10-17 08:48:47+00,2800000,180000,14,4800
8929988,2020-10-17 09:03:08+00,2745000,180000,14,4800
8930156,2020-10-17 09:15:45+00,2656800,180000,14,4800
12863848,2021-07-14 05:55:49+00,3584000,180000,14,6057.142848
12864672,2021-07-14 07:47:25+00,2800000,180000,14,4800
12865396,2021-07-14 08:44:05+00,2240000,280000,7,32666.666688
12866280,2021-07-14 09:51:38+00,2580800,180000,14,4800
12866544,2021-07-14 10:09:46+00,2240000,280000,7,32666.666688
12866636,2021-07-14 10:15:13+00,2800000,180000,14,4800
15146972,2021-11-25 05:54:29+00,2800000,180000,14,4800
15147156,2021-11-25 06:16:17+00,2800000,180000,14,4800
15147212,2021-11-25 06:23:01+00,2800000,180000,14,4800
15147276,2021-11-25 06:27:29+00,2800000,180000,14,4800
15147568,2021-11-25 06:56:14+00,2766400,180000,14,4800
15147840,2021-11-25 07:21:20+00,2800000,180000,14,4800
15351760,2021-12-06 05:42:07+00,2800000,180000,14,4800
15351920,2021-12-06 06:08:41+00,2800000,180000,14,4800
15351940,2021-12-06 06:09:34+00,2800000,180000,14,4800
15351948,2021-12-06 06:10:56+00,2800000,180000,14,4800
15352196,2021-12-06 06:44:08+00,2800000,180000,14,4800
15352552,2021-12-06 07:27:29+00,2800000,180000,14,4800
3286672,2019-03-05 06:26:35+00,2880000,200000,14,4800
3288488,2019-03-05 12:46:46+00,2480000,280000,7,36666.666624
3288888,2019-03-05 13:35:38+00,2880000,200000,14,4800
3556068,2019-04-09 14:24:28+00,2880000,200000,14,4800
8137868,2020-07-14 07:38:48+00,2800000,180000,14,4800
8141420,2020-07-14 13:59:13+00,2694000,180000,14,4800
8141660,2020-07-14 14:20:03+00,2774400,180000,14,4800
9327008,2020-11-18 06:00:16+00,2800000,180000,14,4800
9328168,2020-11-18 08:04:18+00,2800000,180000,14,4800
9328972,2020-11-18 09:14:49+00,2800000,180000,14,4800
9329176,2020-11-18 09:31:54+00,2800000,180000,14,4800
9329292,2020-11-18 09:40:16+00,2715600,180000,14,4800
9329644,2020-11-18 10:09:37+00,2240000,280000,7,32666.666688
10046612,2021-01-03 05:08:29+00,2800000,180000,14,4800
10047136,2021-01-03 06:05:41+00,2770600,180000,14,4800
10047596,2021-01-03 06:49:24+00,2240000,280000,7,32666.666688
10047628,2021-01-03 06:51:40+00,2800000,180000,14,4800
10047788,2021-01-03 07:02:15+00,2800000,180000,14,4800
10047816,2021-01-03 07:03:12+00,2748800,180000,14,4800
10852836,2021-02-26 07:43:50+00,2800000,180000,14,4800
10852944,2021-02-26 07:51:42+00,2800000,180000,14,4800
10853908,2021-02-26 08:43:39+00,2800000,180000,14,4800
10854132,2021-02-26 08:55:48+00,2800000,180000,14,4800
10854236,2021-02-26 09:00:41+00,2800000,180000,14,4800
10854464,2021-02-26 09:12:24+00,2140000,412000,14,10285.714272000001
10954300,2021-03-04 05:35:24+00,2800000,180000,14,4800
10955428,2021-03-04 07:25:47+00,2800000,180000,14,4800
10956900,2021-03-04 09:01:30+00,2800000,180000,14,4800
10956944,2021-03-04 09:02:41+00,2800000,180000,14,4800
10957504,2021-03-04 09:29:55+00,2766400,180000,14,4800
10957976,2021-03-04 09:49:30+00,2800000,180000,14,4800
11238288,2021-03-23 11:56:37+00,2800000,180000,14,4800
11238836,2021-03-23 13:04:20+00,2800000,180000,14,4800
11310400,2021-03-29 05:10:54+00,2800000,180000,14,4800
11312092,2021-03-29 08:23:51+00,2800000,180000,14,4800
11312532,2021-03-29 09:00:16+00,2800000,180000,14,4800
11312612,2021-03-29 09:07:29+00,2800000,180000,14,4800
11313276,2021-03-29 09:55:48+00,2800000,180000,14,4800
11317488,2021-03-29 14:09:06+00,2800000,180000,14,4800
11361676,2021-04-02 05:17:42+00,2240000,280000,7,32666.666688
11361704,2021-04-02 05:24:19+00,2800000,180000,14,4800
11361800,2021-04-02 05:45:46+00,2800000,180000,14,4800
11362252,2021-04-02 06:50:49+00,2240000,280000,7,32666.666688
11363092,2021-04-02 08:19:03+00,2800000,180000,14,4800
11364072,2021-04-02 09:27:20+00,2800000,180000,14,4800
12082448,2021-05-24 06:14:47+00,2800000,180000,14,4800
12083304,2021-05-24 07:52:49+00,2800000,180000,14,4800
12085796,2021-05-24 10:26:45+00,2800000,180000,14,4800
12086760,2021-05-24 11:17:57+00,2800000,180000,14,4800
12087432,2021-05-24 11:50:26+00,2140000,412000,14,10285.714272000001
12087668,2021-05-24 12:04:45+00,2774400,180000,14,4800
13855172,2021-09-10 05:58:20+00,2766400,180000,14,4800
13855268,2021-09-10 06:10:15+00,2800000,180000,14,4800
13855408,2021-09-10 06:23:06+00,2800000,180000,14,4800
13855832,2021-09-10 07:04:31+00,2800000,180000,14,4800
13856080,2021-09-10 07:23:44+00,2800000,180000,14,4800
13856372,2021-09-10 07:40:49+00,2800000,180000,14,4800
14393964,2021-10-09 06:40:50+00,2800000,180000,14,4800
14394036,2021-10-09 06:47:24+00,2800000,180000,14,4800
14394536,2021-10-09 07:40:16+00,2800000,180000,14,4800
14394616,2021-10-09 07:44:55+00,2800000,180000,14,4800
14394800,2021-10-09 08:00:35+00,2766400,180000,14,4800
14394884,2021-10-09 08:08:04+00,2800000,180000,14,4800
15313100,2021-12-04 05:31:07+00,2800000,180000,14,4800
15313332,2021-12-04 06:11:15+00,2766400,180000,14,4800
15314184,2021-12-04 07:33:13+00,2240000,280000,7,32666.666688
15314208,2021-12-04 07:35:22+00,2800000,180000,14,4800
15314216,2021-12-04 07:36:18+00,2800000,180000,14,4800
15314596,2021-12-04 08:02:25+00,2240000,280000,7,32666.666688
2954820,2019-01-17 04:56:41+00,2880000,200000,14,4800
2954964,2019-01-17 06:04:42+00,2880000,200000,14,4800
2955028,2019-01-17 06:20:05+00,2880000,200000,14,4800
2955228,2019-01-17 07:02:23+00,2880000,200000,14,4800
2955428,2019-01-17 07:31:41+00,2880000,200000,14,4800
2955436,2019-01-17 07:32:02+00,2796000,200000,14,4800
3054552,2019-02-02 04:50:38+00,2880000,200000,14,4800
3054580,2019-02-02 05:03:18+00,2852000,200000,14,4800
3054988,2019-02-02 06:15:15+00,2779200,200000,14,4800
3055132,2019-02-02 06:43:07+00,2880000,200000,14,4800
3055184,2019-02-02 06:54:38+00,2880000,200000,14,4800
3055308,2019-02-02 07:14:38+00,2880000,200000,14,4800
4032320,2019-06-05 05:46:04+00,2880000,200000,14,4800
4032360,2019-06-05 05:57:20+00,2812800,200000,14,4800
4033052,2019-06-05 07:52:09+00,2880000,200000,14,4800
4033108,2019-06-05 07:57:49+00,2880000,200000,14,4800
4033284,2019-06-05 08:19:30+00,2846400,200000,14,4800
4033292,2019-06-05 08:19:37+00,2880000,200000,14,4800
5549920,2019-11-25 06:41:07+00,2800000,180000,14,4800
5551060,2019-11-25 09:08:52+00,2800000,180000,14,4800
5551912,2019-11-25 10:42:01+00,2240000,280000,7,32666.666688
5552244,2019-11-25 11:18:57+00,2800000,180000,14,4800
5553584,2019-11-25 13:12:56+00,2749600,180000,14,4800
6225420,2020-02-03 07:44:42+00,2800000,180000,14,4800
6227288,2020-02-03 10:28:17+00,2800000,180000,14,4800
6227916,2020-02-03 11:26:52+00,2800000,180000,14,4800
6228464,2020-02-03 12:04:48+00,2770600,180000,14,4800
6229468,2020-02-03 13:12:21+00,2800000,180000,14,4800
8849400,2020-10-10 05:49:04+00,2800000,180000,14,4800
8849884,2020-10-10 07:22:40+00,2800000,180000,14,4800
8849952,2020-10-10 07:32:03+00,2240000,280000,7,32666.666688
8850524,2020-10-10 08:25:48+00,2800000,180000,14,4800
8850696,2020-10-10 08:39:29+00,2800000,180000,14,4800
8851372,2020-10-10 09:42:36+00,2800000,180000,14,4800
10015224,2021-01-01 05:56:20+00,2800000,180000,14,4800
10015484,2021-01-01 06:19:16+00,2800000,180000,14,4800
10016312,2021-01-01 07:40:31+00,2800000,180000,14,4800
10016616,2021-01-01 08:04:17+00,2800000,180000,14,4800
10016812,2021-01-01 08:15:21+00,2800000,180000,14,4800
10017576,2021-01-01 08:57:06+00,2240000,280000,7,32666.666688
11522916,2021-04-15 05:47:26+00,2766400,180000,14,4800
11523468,2021-04-15 07:04:09+00,2240000,280000,7,32666.666688
11523652,2021-04-15 07:21:34+00,3920000,180000,14,6799.999968
11523952,2021-04-15 07:51:48+00,2800000,180000,14,4800
11524540,2021-04-15 08:38:58+00,2774400,180000,14,4800
11525356,2021-04-15 09:40:12+00,2800000,180000,14,4800
12157164,2021-05-28 06:12:04+00,2240000,280000,7,32666.666688
12157276,2021-05-28 06:30:47+00,2800000,180000,14,4800
12157520,2021-05-28 06:58:20+00,2240000,280000,7,32666.666688
12157640,2021-05-28 07:10:07+00,2774400,180000,14,4800
12157704,2021-05-28 07:14:40+00,2800000,180000,14,4800
12158056,2021-05-28 07:42:53+00,2800000,180000,14,4800
13340556,2021-08-12 07:56:46+00,2800000,180000,14,4800
13340640,2021-08-12 08:06:08+00,2800000,180000,14,4800
13341680,2021-08-12 09:10:22+00,2800000,180000,14,4800
13342340,2021-08-12 09:50:45+00,2749600,180000,14,4800
13342652,2021-08-12 10:09:05+00,2800000,180000,14,4800
13342700,2021-08-12 10:10:54+00,2800000,180000,14,4800
14254232,2021-10-01 04:19:37+00,2800000,180000,14,4800
14254404,2021-10-01 05:21:58+00,2800000,180000,14,4800
14255580,2021-10-01 07:30:47+00,2800000,180000,14,4800
14255844,2021-10-01 07:45:30+00,2800000,180000,14,4800
14256260,2021-10-01 08:07:47+00,2800000,180000,14,4800
14256808,2021-10-01 08:33:12+00,2800000,180000,14,4800
14967480,2021-11-14 04:49:37+00,2800000,180000,14,4800
14967652,2021-11-14 05:30:30+00,2800000,180000,14,4800
14967676,2021-11-14 05:33:48+00,2800000,180000,14,4800
14967944,2021-11-14 06:23:38+00,2800000,180000,14,4800
14968064,2021-11-14 06:42:02+00,2800000,180000,14,4800
14968132,2021-11-14 06:49:07+00,2800000,180000,14,4800
3748756,2019-05-04 05:28:57+00,2880000,200000,14,4800
3748852,2019-05-04 05:50:13+00,2880000,200000,14,4800
3749208,2019-05-04 07:15:14+00,2480000,280000,7,36666.666624
3749576,2019-05-04 08:00:17+00,2846400,200000,14,4800
3749860,2019-05-04 08:30:50+00,2880000,200000,14,4800
3750200,2019-05-04 09:10:56+00,2880000,200000,14,4800
4445472,2019-07-19 07:29:52+00,2880000,200000,14,4800
4445568,2019-07-19 07:47:34+00,2880000,200000,14,4800
4445792,2019-07-19 08:15:58+00,2846400,200000,14,4800
4445912,2019-07-19 08:30:28+00,2880000,200000,14,4800
4446044,2019-07-19 08:43:12+00,2854400,200000,14,4800
4446312,2019-07-19 09:20:28+00,2812800,200000,14,4800
5706184,2019-12-12 06:45:54+00,2770600,180000,14,4800
5706520,2019-12-12 07:41:07+00,2800000,180000,14,4800
5706536,2019-12-12 07:46:38+00,2800000,180000,14,4800
5706792,2019-12-12 08:10:30+00,2800000,180000,14,4800
5707392,2019-12-12 09:06:31+00,2770600,180000,14,4800
5707580,2019-12-12 09:22:58+00,2800000,180000,14,4800
7776588,2020-06-12 07:38:00+00,2800000,180000,14,4800
7776976,2020-06-12 08:05:02+00,2800000,180000,14,4800
7777752,2020-06-12 08:55:42+00,2800000,180000,14,4800
7779128,2020-06-12 10:32:28+00,2240000,280000,7,32666.666688
7779492,2020-06-12 11:01:05+00,2800000,180000,14,4800
7779780,2020-06-12 11:24:32+00,2800000,180000,14,4800
8109596,2020-07-11 05:09:19+00,2770600,180000,14,4800
8109872,2020-07-11 06:49:09+00,2800000,180000,14,4800
8109964,2020-07-11 07:03:33+00,2800000,180000,14,4800
8110256,2020-07-11 07:53:14+00,2770600,180000,14,4800
8110416,2020-07-11 08:11:53+00,2770600,180000,14,4800
8110644,2020-07-11 08:41:03+00,2800000,180000,14,4800
8535712,2020-09-07 05:28:49+00,2800000,180000,14,4800
8535932,2020-09-07 06:43:38+00,2800000,180000,14,4800
8536572,2020-09-07 08:47:13+00,2800000,180000,14,4800
8536788,2020-09-07 09:14:32+00,2800000,180000,14,4800
8536932,2020-09-07 09:36:31+00,2800000,180000,14,4800
8536948,2020-09-07 09:38:50+00,2800000,180000,14,4800
10085476,2021-01-06 05:35:15+00,2800000,180000,14,4800
10086844,2021-01-06 08:08:17+00,2240000,280000,7,32666.666688
10087304,2021-01-06 08:44:41+00,2774400,180000,14,4800
10087376,2021-01-06 08:49:39+00,2800000,180000,14,4800
10088268,2021-01-06 09:55:49+00,2766400,180000,14,4800
10088424,2021-01-06 10:08:30+00,2800000,180000,14,4800
11153544,2021-03-16 04:53:11+00,2800000,180000,14,4800
11156776,2021-03-16 12:55:11+00,2766400,180000,14,4800
11403464,2021-04-05 06:53:41+00,2240000,280000,7,32666.666688
11406172,2021-04-05 10:37:45+00,2800000,180000,14,4800
11408368,2021-04-05 12:48:53+00,2800000,180000,14,4800
11409676,2021-04-05 14:07:36+00,2800000,180000,14,4800
11410204,2021-04-05 14:42:32+00,2800000,180000,14,4800
11410540,2021-04-05 15:03:26+00,2800000,180000,14,4800
12630408,2021-06-29 08:28:32+00,2740800,180000,14,4800
12633136,2021-06-29 12:33:43+00,2800000,180000,14,4800
12635676,2021-06-29 15:21:50+00,2774400,180000,14,4800
13134636,2021-07-30 04:23:07+00,2800000,180000,14,4800
13135172,2021-07-30 06:18:58+00,2749200,180000,14,4800
13135196,2021-07-30 06:21:51+00,2800000,180000,14,4800
13135236,2021-07-30 06:27:22+00,1820000,100000,14,4800
13135292,2021-07-30 06:32:47+00,2766400,180000,14,4800
13135356,2021-07-30 06:38:13+00,2800000,180000,14,4800
3152744,2019-02-17 05:48:18+00,2768000,200000,14,4800
3152936,2019-02-17 06:33:06+00,2480000,280000,7,36666.666624
3152948,2019-02-17 06:35:31+00,2880000,200000,14,4800
3152960,2019-02-17 06:37:11+00,2880000,200000,14,4800
3152964,2019-02-17 06:37:39+00,2852000,200000,14,4800
3152968,2019-02-17 06:37:54+00,2852000,200000,14,4800
3468952,2019-03-29 07:12:29+00,2880000,200000,14,4800
3469112,2019-03-29 07:31:14+00,2880000,200000,14,4800
3469392,2019-03-29 07:58:15+00,2852000,200000,14,4800
3469952,2019-03-29 08:55:31+00,2880000,200000,14,4800
3470028,2019-03-29 09:00:40+00,2852000,200000,14,4800
3470084,2019-03-29 09:05:28+00,2824000,200000,14,4800
3874964,2019-05-20 06:07:16+00,2880000,200000,14,4800
3874976,2019-05-20 06:12:32+00,2880000,200000,14,4800
3875268,2019-05-20 07:26:51+00,2880000,200000,14,4800
3875424,2019-05-20 07:52:09+00,2880000,200000,14,4800
3875692,2019-05-20 08:27:43+00,2480000,280000,7,36666.666624
3875800,2019-05-20 08:38:55+00,2880000,200000,14,4800
5480740,2019-11-17 06:44:01+00,2500000,200000,14,4200
5480832,2019-11-17 06:57:15+00,2500000,200000,14,4200
5480856,2019-11-17 07:00:38+00,2500000,200000,14,4200
5481048,2019-11-17 07:26:04+00,2500000,200000,14,4200
5481252,2019-11-17 07:55:31+00,2500000,200000,14,4200
5481304,2019-11-17 08:00:50+00,2500000,200000,14,4200
5716396,2019-12-13 06:19:11+00,2800000,180000,14,4800
5716468,2019-12-13 06:35:44+00,2800000,180000,14,4800
5716496,2019-12-13 06:41:07+00,2770600,180000,14,4800
5716504,2019-12-13 06:43:57+00,2800000,180000,14,4800
5716612,2019-12-13 07:05:27+00,2800000,180000,14,4800
5716968,2019-12-13 07:53:11+00,2800000,180000,14,4800
6682044,2020-03-13 08:15:22+00,2800000,180000,14,4800
8011148,2020-06-29 06:49:06+00,2800000,180000,14,4800
8011372,2020-06-29 07:20:02+00,2800000,180000,14,4800
8013360,2020-06-29 10:40:02+00,2800000,180000,14,4800
8013436,2020-06-29 10:45:58+00,2800000,180000,14,4800
8013472,2020-06-29 10:49:32+00,2800000,180000,14,4800
8015256,2020-06-29 12:54:29+00,2800000,180000,14,4800
8578188,2020-09-12 05:47:29+00,2800000,180000,14,4800
8578364,2020-09-12 06:29:36+00,2800000,180000,14,4800
8578384,2020-09-12 06:35:16+00,2800000,180000,14,4800
8578544,2020-09-12 07:06:32+00,2240000,280000,7,32666.666688
8578740,2020-09-12 07:44:47+00,2800000,180000,14,4800
8578844,2020-09-12 08:03:14+00,2800000,180000,14,4800
8912288,2020-10-16 05:40:59+00,2800000,180000,14,4800
8916712,2020-10-16 08:07:41+00,2800000,180000,14,4800
8917260,2020-10-16 08:42:34+00,2774400,180000,14,4800
8917268,2020-10-16 08:42:36+00,2800000,180000,14,4800
8917576,2020-10-16 09:08:26+00,2800000,180000,14,4800
8917656,2020-10-16 09:14:44+00,2800000,180000,14,4800
9894348,2020-12-24 06:01:01+00,2240000,280000,7,32666.666688
9894456,2020-12-24 06:09:57+00,2800000,180000,14,4800
9895084,2020-12-24 07:00:17+00,2669800,180000,14,4800
9896684,2020-12-24 08:42:24+00,2774400,180000,14,4800
9897404,2020-12-24 09:22:42+00,2800000,180000,14,4800
9898112,2020-12-24 09:59:54+00,2800000,180000,14,4800
10871380,2021-02-27 05:00:02+00,2800000,180000,14,4800
10872068,2021-02-27 06:13:52+00,2800000,180000,14,4800
10872144,2021-02-27 06:18:25+00,2800000,180000,14,4800
10872676,2021-02-27 07:04:23+00,2240000,280000,7,32666.666688
10873292,2021-02-27 07:51:44+00,2800000,180000,14,4800
10873504,2021-02-27 08:07:23+00,2800000,180000,14,4800
11141204,2021-03-15 04:42:10+00,2800000,180000,14,4800
11142508,2021-03-15 07:36:49+00,2800000,180000,14,4800
11143552,2021-03-15 08:59:10+00,2800000,180000,14,4800
11143684,2021-03-15 09:08:46+00,2800000,180000,14,4800
11144900,2021-03-15 10:21:38+00,2800000,180000,14,4800
11146760,2021-03-15 12:08:28+00,2240000,280000,7,32666.666688
13355296,2021-08-13 05:20:47+00,2800000,180000,14,4800
13355860,2021-08-13 06:40:24+00,2800000,180000,14,4800
13356484,2021-08-13 07:42:39+00,2774400,180000,14,4800
13356500,2021-08-13 07:43:08+00,2774400,180000,14,4800
13356776,2021-08-13 08:05:13+00,2240000,280000,7,32666.666688
13357380,2021-08-13 08:50:47+00,2800000,180000,14,4800
14933884,2021-11-12 07:05:40+00,2800000,180000,14,4800
14933928,2021-11-12 07:11:06+00,2800000,180000,14,4800
14934100,2021-11-12 07:23:20+00,2800000,180000,14,4800
14934172,2021-11-12 07:29:08+00,2800000,180000,14,4800
14934188,2021-11-12 07:30:30+00,2800000,180000,14,4800
14934220,2021-11-12 07:34:14+00,2800000,180000,14,4800
3486444,2019-03-31 06:34:14+00,2855920,200000,14,4800
3486708,2019-03-31 07:08:49+00,2880000,200000,14,4800
3486980,2019-03-31 07:47:29+00,2880000,200000,14,4800
3487400,2019-03-31 08:55:25+00,2880000,200000,14,4800
3487488,2019-03-31 09:03:52+00,2880000,200000,14,4800
3488916,2019-03-31 11:21:56+00,2507600,200000,14,4800
4711804,2019-08-20 04:40:16+00,2880000,200000,14,4800
4711848,2019-08-20 05:07:44+00,2880000,200000,14,4800
4711904,2019-08-20 05:38:00+00,2880000,200000,14,4800
4712460,2019-08-20 08:21:20+00,2850600,200000,14,4800
4712528,2019-08-20 08:40:14+00,2821200,200000,14,4800
4712892,2019-08-20 10:06:49+00,2880000,200000,14,4800
5173848,2019-10-11 08:12:38+00,2500000,200000,14,4200
5173956,2019-10-11 08:21:02+00,2774000,200000,14,4800
5174276,2019-10-11 08:52:10+00,2880000,200000,14,4800
5176308,2019-10-11 12:13:15+00,2880000,200000,14,4800
5176856,2019-10-11 12:53:01+00,2880000,200000,14,4800
5177220,2019-10-11 13:18:46+00,2880000,200000,14,4800
5280376,2019-10-24 06:01:38+00,2108000,280000,7,30466.666656
